encoder,dataset,model,tier_pair,n,acc
biencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T9,6,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T10,2,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T11,12,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T12,4,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T13,4,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T14,1,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T2-T15,14,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T4,20,0.750000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T5,50,0.580000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T6,160,0.681250
biencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T7,15,0.666667
biencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T8,90,0.744444
biencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T9,30,0.700000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T10,10,0.700000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T11,60,0.933333
biencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T12,20,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T13,20,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T14,5,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T3-T15,70,0.971429
biencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T5,40,0.475000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T6,128,0.578125
biencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T7,12,0.750000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T8,72,0.722222
biencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T9,24,0.875000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T10,8,0.875000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T11,48,0.895833
biencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T12,16,0.937500
biencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T13,16,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T14,4,0.750000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T4-T15,56,0.857143
biencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T6,320,0.825000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T7,30,0.933333
biencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T8,180,0.955556
biencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T9,60,0.983333
biencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T10,20,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T11,120,0.983333
biencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T12,40,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T13,40,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T14,10,0.900000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T5-T15,140,0.935714
biencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T7,96,0.895833
biencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T8,576,0.873264
biencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T9,192,0.942708
biencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T10,64,0.937500
biencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T11,384,0.924479
biencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T12,128,0.976562
biencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T13,128,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T14,32,0.906250
biencoder,aep_causal_cls34,bge-base-en-v1.5,T6-T15,448,0.917411
biencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T8,54,0.592593
biencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T9,18,0.666667
biencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T10,6,0.666667
biencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T11,36,0.611111
biencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T12,12,0.666667
biencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T13,12,0.666667
biencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T14,3,0.333333
biencoder,aep_causal_cls34,bge-base-en-v1.5,T7-T15,42,0.761905
biencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T9,108,0.870370
biencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T10,36,0.944444
biencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T11,216,0.875000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T12,72,0.958333
biencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T13,72,0.972222
biencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T14,18,0.111111
biencoder,aep_causal_cls34,bge-base-en-v1.5,T8-T15,252,0.781746
biencoder,aep_causal_cls34,bge-base-en-v1.5,T9-T10,12,0.583333
biencoder,aep_causal_cls34,bge-base-en-v1.5,T9-T11,72,0.861111
biencoder,aep_causal_cls34,bge-base-en-v1.5,T9-T12,24,0.958333
biencoder,aep_causal_cls34,bge-base-en-v1.5,T9-T13,24,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T9-T14,6,0.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T9-T15,84,0.773810
biencoder,aep_causal_cls34,bge-base-en-v1.5,T10-T11,24,0.791667
biencoder,aep_causal_cls34,bge-base-en-v1.5,T10-T12,8,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T10-T13,8,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T10-T14,2,0.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T10-T15,28,0.857143
biencoder,aep_causal_cls34,bge-base-en-v1.5,T11-T12,48,0.750000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T11-T13,48,0.979167
biencoder,aep_causal_cls34,bge-base-en-v1.5,T11-T14,12,0.083333
biencoder,aep_causal_cls34,bge-base-en-v1.5,T11-T15,168,0.815476
biencoder,aep_causal_cls34,bge-base-en-v1.5,T12-T13,16,1.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T12-T14,4,0.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T12-T15,56,0.857143
biencoder,aep_causal_cls34,bge-base-en-v1.5,T13-T14,4,0.000000
biencoder,aep_causal_cls34,bge-base-en-v1.5,T13-T15,56,0.732143
biencoder,aep_causal_cls34,bge-base-en-v1.5,T14-T15,14,0.857143
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T2,2,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T3,10,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T4,8,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T5,20,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T6,64,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T7,6,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T8,36,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T9,12,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T10,4,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T11,24,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T12,8,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T13,8,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T14,2,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T1-T15,28,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T3,5,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T4,4,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T5,10,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T6,32,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T7,3,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T8,18,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T9,6,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T10,2,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T11,12,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T12,4,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T13,4,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T14,1,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T2-T15,14,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T4,20,0.600000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T5,50,0.400000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T6,160,0.493750
biencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T7,15,0.733333
biencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T8,90,0.733333
biencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T9,30,0.700000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T10,10,0.700000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T11,60,0.800000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T12,20,0.850000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T13,20,0.950000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T14,5,0.400000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T3-T15,70,0.928571
biencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T5,40,0.675000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T6,128,0.726562
biencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T7,12,0.833333
biencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T8,72,0.750000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T9,24,0.833333
biencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T10,8,0.750000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T11,48,0.895833
biencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T12,16,0.875000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T13,16,0.875000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T14,4,0.750000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T4-T15,56,0.857143
biencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T6,320,0.850000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T7,30,0.933333
biencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T8,180,0.933333
biencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T9,60,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T10,20,0.950000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T11,120,0.991667
biencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T12,40,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T13,40,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T14,10,0.900000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T5-T15,140,0.985714
biencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T7,96,0.947917
biencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T8,576,0.928819
biencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T9,192,0.942708
biencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T10,64,0.921875
biencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T11,384,0.958333
biencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T12,128,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T13,128,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T14,32,0.968750
biencoder,aep_causal_cls34,bge-large-en-v1.5,T6-T15,448,0.937500
biencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T8,54,0.592593
biencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T9,18,0.666667
biencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T10,6,0.500000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T11,36,0.611111
biencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T12,12,0.666667
biencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T13,12,0.666667
biencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T14,3,0.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T7-T15,42,0.857143
biencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T9,108,0.953704
biencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T10,36,0.888889
biencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T11,216,0.893519
biencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T12,72,0.986111
biencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T13,72,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T14,18,0.111111
biencoder,aep_causal_cls34,bge-large-en-v1.5,T8-T15,252,0.861111
biencoder,aep_causal_cls34,bge-large-en-v1.5,T9-T10,12,0.500000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T9-T11,72,0.888889
biencoder,aep_causal_cls34,bge-large-en-v1.5,T9-T12,24,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T9-T13,24,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T9-T14,6,0.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T9-T15,84,0.821429
biencoder,aep_causal_cls34,bge-large-en-v1.5,T10-T11,24,0.791667
biencoder,aep_causal_cls34,bge-large-en-v1.5,T10-T12,8,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T10-T13,8,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T10-T14,2,0.500000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T10-T15,28,0.857143
biencoder,aep_causal_cls34,bge-large-en-v1.5,T11-T12,48,0.791667
biencoder,aep_causal_cls34,bge-large-en-v1.5,T11-T13,48,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T11-T14,12,0.083333
biencoder,aep_causal_cls34,bge-large-en-v1.5,T11-T15,168,0.779762
biencoder,aep_causal_cls34,bge-large-en-v1.5,T12-T13,16,1.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T12-T14,4,0.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T12-T15,56,0.732143
biencoder,aep_causal_cls34,bge-large-en-v1.5,T13-T14,4,0.000000
biencoder,aep_causal_cls34,bge-large-en-v1.5,T13-T15,56,0.767857
biencoder,aep_causal_cls34,bge-large-en-v1.5,T14-T15,14,0.857143
biencoder,aep_dataset,deberta-v3-large,T1-T2,188,0.765957
biencoder,aep_dataset,deberta-v3-large,T1-T3,188,0.835106
biencoder,aep_dataset,deberta-v3-large,T1-T4,188,0.877660
biencoder,aep_dataset,deberta-v3-large,T1-T6,188,0.882979
biencoder,aep_dataset,deberta-v3-large,T1-T7,188,0.941489
biencoder,aep_dataset,deberta-v3-large,T1-T8,188,0.920213
biencoder,aep_dataset,deberta-v3-large,T1-T9,188,0.936170
biencoder,aep_dataset,deberta-v3-large,T1-T10,188,0.989362
biencoder,aep_dataset,deberta-v3-large,T1-T11,188,0.978723
biencoder,aep_dataset,deberta-v3-large,T2-T3,188,0.686170
biencoder,aep_dataset,deberta-v3-large,T2-T4,188,0.835106
biencoder,aep_dataset,deberta-v3-large,T2-T6,188,0.941489
biencoder,aep_dataset,deberta-v3-large,T2-T7,188,0.952128
biencoder,aep_dataset,deberta-v3-large,T2-T8,188,0.984043
biencoder,aep_dataset,deberta-v3-large,T2-T9,188,0.984043
biencoder,aep_dataset,deberta-v3-large,T2-T10,188,0.978723
biencoder,aep_dataset,deberta-v3-large,T2-T11,188,0.984043
biencoder,aep_dataset,deberta-v3-large,T3-T4,188,0.771277
biencoder,aep_dataset,deberta-v3-large,T3-T6,188,0.925532
biencoder,aep_dataset,deberta-v3-large,T3-T7,188,0.978723
biencoder,aep_dataset,deberta-v3-large,T3-T8,188,0.989362
biencoder,aep_dataset,deberta-v3-large,T3-T9,188,0.978723
biencoder,aep_dataset,deberta-v3-large,T3-T10,188,0.957447
biencoder,aep_dataset,deberta-v3-large,T3-T11,188,1.000000
biencoder,aep_dataset,deberta-v3-large,T4-T6,188,0.797872
biencoder,aep_dataset,deberta-v3-large,T4-T7,188,0.867021
biencoder,aep_dataset,deberta-v3-large,T4-T8,188,0.957447
biencoder,aep_dataset,deberta-v3-large,T4-T9,188,0.898936
biencoder,aep_dataset,deberta-v3-large,T4-T10,188,0.968085
biencoder,aep_dataset,deberta-v3-large,T4-T11,188,0.962766
biencoder,aep_dataset,deberta-v3-large,T6-T7,188,0.707447
biencoder,aep_dataset,deberta-v3-large,T6-T8,188,0.877660
biencoder,aep_dataset,deberta-v3-large,T6-T9,188,0.904255
biencoder,aep_dataset,deberta-v3-large,T6-T10,188,0.914894
biencoder,aep_dataset,deberta-v3-large,T6-T11,188,0.909574
biencoder,aep_dataset,deberta-v3-large,T7-T8,188,0.771277
biencoder,aep_dataset,deberta-v3-large,T7-T9,188,0.914894
biencoder,aep_dataset,deberta-v3-large,T7-T10,188,0.898936
biencoder,aep_dataset,deberta-v3-large,T7-T11,188,0.930851
biencoder,aep_dataset,deberta-v3-large,T8-T9,188,0.712766
biencoder,aep_dataset,deberta-v3-large,T8-T10,188,0.797872
biencoder,aep_dataset,deberta-v3-large,T8-T11,188,0.813830
biencoder,aep_dataset,deberta-v3-large,T9-T10,188,0.696809
biencoder,aep_dataset,deberta-v3-large,T9-T11,188,0.702128
biencoder,aep_dataset,deberta-v3-large,T10-T11,188,0.675532
biencoder,aep_dataset,all-mpnet-base-v2,T1-T2,188,0.877660
biencoder,aep_dataset,all-mpnet-base-v2,T1-T3,188,0.898936
biencoder,aep_dataset,all-mpnet-base-v2,T1-T4,188,0.925532
biencoder,aep_dataset,all-mpnet-base-v2,T1-T6,188,0.936170
biencoder,aep_dataset,all-mpnet-base-v2,T1-T7,188,0.936170
biencoder,aep_dataset,all-mpnet-base-v2,T1-T8,188,0.920213
biencoder,aep_dataset,all-mpnet-base-v2,T1-T9,188,0.957447
biencoder,aep_dataset,all-mpnet-base-v2,T1-T10,188,0.978723
biencoder,aep_dataset,all-mpnet-base-v2,T1-T11,188,0.994681
biencoder,aep_dataset,all-mpnet-base-v2,T2-T3,188,0.803191
biencoder,aep_dataset,all-mpnet-base-v2,T2-T4,188,0.829787
biencoder,aep_dataset,all-mpnet-base-v2,T2-T6,188,0.914894
biencoder,aep_dataset,all-mpnet-base-v2,T2-T7,188,0.978723
biencoder,aep_dataset,all-mpnet-base-v2,T2-T8,188,0.978723
biencoder,aep_dataset,all-mpnet-base-v2,T2-T9,188,0.968085
biencoder,aep_dataset,all-mpnet-base-v2,T2-T10,188,0.989362
biencoder,aep_dataset,all-mpnet-base-v2,T2-T11,188,0.989362
biencoder,aep_dataset,all-mpnet-base-v2,T3-T4,188,0.888298
biencoder,aep_dataset,all-mpnet-base-v2,T3-T6,188,0.978723
biencoder,aep_dataset,all-mpnet-base-v2,T3-T7,188,0.984043
biencoder,aep_dataset,all-mpnet-base-v2,T3-T8,188,0.989362
biencoder,aep_dataset,all-mpnet-base-v2,T3-T9,188,0.973404
biencoder,aep_dataset,all-mpnet-base-v2,T3-T10,188,1.000000
biencoder,aep_dataset,all-mpnet-base-v2,T3-T11,188,0.994681
biencoder,aep_dataset,all-mpnet-base-v2,T4-T6,188,0.872340
biencoder,aep_dataset,all-mpnet-base-v2,T4-T7,188,0.904255
biencoder,aep_dataset,all-mpnet-base-v2,T4-T8,188,0.914894
biencoder,aep_dataset,all-mpnet-base-v2,T4-T9,188,0.856383
biencoder,aep_dataset,all-mpnet-base-v2,T4-T10,188,0.978723
biencoder,aep_dataset,all-mpnet-base-v2,T4-T11,188,0.989362
biencoder,aep_dataset,all-mpnet-base-v2,T6-T7,188,0.872340
biencoder,aep_dataset,all-mpnet-base-v2,T6-T8,188,0.957447
biencoder,aep_dataset,all-mpnet-base-v2,T6-T9,188,0.925532
biencoder,aep_dataset,all-mpnet-base-v2,T6-T10,188,0.936170
biencoder,aep_dataset,all-mpnet-base-v2,T6-T11,188,0.984043
biencoder,aep_dataset,all-mpnet-base-v2,T7-T8,188,0.888298
biencoder,aep_dataset,all-mpnet-base-v2,T7-T9,188,0.941489
biencoder,aep_dataset,all-mpnet-base-v2,T7-T10,188,0.888298
biencoder,aep_dataset,all-mpnet-base-v2,T7-T11,188,0.978723
biencoder,aep_dataset,all-mpnet-base-v2,T8-T9,188,0.920213
biencoder,aep_dataset,all-mpnet-base-v2,T8-T10,188,0.829787
